WorkerId,AssignmentId,BonusAmount,UniqueRequestToken,Reason
A1M494VRIF6XR5,3TY7ZAOG5MWD1388R31YOT4CPC1K09,7.67,1700325998,Thank you for joining our study on 2023-05-15
A2JXPT39AWRES7,3JC6VJ2SAIV6KXLNCIULBAX7U355A6,4.43,-1416233644,Thank you for joining our study on 2023-05-15
A1LMOSQXXN17PV,3E1QT0TDFWL4DXNNM4T14SVHAJ78IC,1,1086284252,Thank you for joining our study on 2023-05-15
A11F3MA5FWH6SJ,3PM8NZGV85S79WCE7KA2TT3WO9FXQ4,1,1527517831,Thank you for joining our study on 2023-05-15
A33RI08QRVG5Q0,34QN5IT0T63T6267IE4VYOVLL2980N,4.44,-599823392,Thank you for joining our study on 2023-05-15
A2UVEOI94508CL,31N2WW6R9Y2Y29FR9FSKAEAEB24F38,7.98,2019289660,Thank you for joining our study on 2023-05-15
A1BHDH1RGZ9I1K,3ZSY5X72N4NKRODMJ8C6F6M85WTROI,7.3,891748950,Thank you for joining our study on 2023-05-15
A2KWGCHV2FILJO,3K4J6M3CXL540UA7TEDCF7OWIHLAG3,6.59,-1165609535,Thank you for joining our study on 2023-05-15
A172C5ANLTK1XH,32XVDSJFP69FN1BPR2ISMUPV3WV2ML,1,218238026,Thank you for joining our study on 2023-04-07
A1DKWZQE9XEMKC,336KAV9KYX4FHI03A563GPC2BUQ2Y3,1,1377210351,Thank you for joining our study on 2023-04-07
A2DCY0ANVT2BAW,3YDGXNSEO66A5QO81FRXARLY2SI84O,1.83,-359149774,Thank you for joining our study on 2023-04-10
A2FWRZLIE1I60V,3ON104KXQR8LVRKQZI73O7OKKXG4WQ,1,953802849,Thank you for joining our study on 2023-04-11
A1XQNSBDAOF66C,3ITXP059P3VIRSM2IKK6XKAIWHCJSJ,1,1117030683,Thank you for joining our study on 2023-04-27
A1IK5L733Q9JV,3U5NZHP4LYEPNUBK23DRQ2PSW5APHD,1,-678717438,Thank you for joining our study on 2023-04-27
A41P13C9WA5VP,3BWI6RSP7NLOXEGIGGB45D1U4TQE7P,1,-641271978,Thank you for joining our study on 2023-04-11
A1RQGFLPAFX8IB,3Z2R0DQ0JOQHBDJCA4U99MKMT9Z2EK,1,-389980719,Thank you for joining our study on 2023-04-17
A1RQGFLPAFX8IB,3Z2R0DQ0JOQHBDJCA4U99MKMT9Z2EK,14,-389980719,Thank you for joining our study on 2023-04-17
A5P78B8P70TOJ,3TE3O85737K6KHOHWAE98TJ58YZR2W,1,-1446469836,Thank you for joining our study on 2023-04-11
AOWI7X5AILAHM,37UQDCYH6475ZP24B60E5HPG6X8V7B,14.53,-681160207,Thank you for joining our study on 2023-04-11
AE63GABJL0FGJ,3IQ1VMJRY0WPLKNZF872NQ29EY5A9F,1,676504163,Thank you for joining our study on 2023-04-17
A369K7I5SXBPNC,3TPZPLC3M7OATM4LNIOPM8OIF7SP3M,12.93,1065818959,Thank you for joining our study on 2023-04-10
A1RWXE4FE0N6SS,3M1CVSFP67HVDJ4LWAIO9LSYOX1QA7,4.67,1197668386,Thank you for joining our study on 2023-04-11
A14QMH73AYRL84,3L0KT67Y8LS8MHH14KL977P699QSY3,3.49,-1477032307,Thank you for joining our study on 2023-04-11
AK884VX5S74ZW,3EO896NRA37J6SZH7KPW7P64YOVTJZ,1,-127860761,Thank you for joining our study on 2023-04-19
A3G8OON0TDPN1E,3ZSANO2JCMJ2MQ06ZUTLIMIQ3YZSF5,1,-1727724094,Thank you for joining our study on 2023-04-11
A2N93IVSZXSB73,3VD82FOHKX0GLMO31BMBQBNM9XJCOY,13.5,-621095973,Thank you for joining our study on 2023-04-19
A1WISFBL3J5Z12,36PW28KO4686GGEGNJNOF43K5RFEAF,13.48,18343517,Thank you for joining our study on 2023-04-17
AFS9PAUCGVKHG,3QILPRALQC7WRYYEJK6T90RYTWX8ND,1,288614420,Thank you for joining our study on 2023-04-19
AYEXVPS4R274L,3Q5ZZ9ZEVVRS19S8FKA7FJRC2BW85M,9.39,262480683,Thank you for joining our study on 2023-04-07
A2WF96SP0K7PBF,31QTRG6Q20PB9P19C3HFC2KVRVUYPL,13.16,-2097521739,Thank you for joining our study on 2023-04-19
A4HNS81WU3KY1,3YOH7BII0GJTU49OU0PN9MU2AZQKVM,15.16,1404090146,Thank you for joining our study on 2023-04-17
A2S64AUN7JI7ZS,3Z7EFSHGNGQ3FV2V22979OEFL1RXCR,11.67,963178997,Thank you for joining our study on 2023-04-17
A12ZY1L9NF1RBW,3BEFOD78WD5PQFQCVG1GF9MTMLDM48,1,613388301,Thank you for joining our study on 2023-04-07
A3OYUJ6E6BJS4H,3GGAI1SQE2ASLJ3ROV7YY7YHEV0CMB,1,-1351875958,Thank you for joining our study on 2023-04-17
A3KHVXWFB3MGXB,3VA45EW49UZWYJE5LEXR9F4V95Q1O9,1,-1767365712,Thank you for joining our study on 2023-04-11
A1F9KLZGHE9DTA,33OOO72IVOXWYETBXS8AKLT983HCTX,16.16,-175411737,Thank you for joining our study on 2023-04-17
A2IQFNKKQ4VU1U,3WAKVUDHU3S5MAD46GQ99VNXQ4ZU7B,11.18,-329049688,Thank you for joining our study on 2023-04-17
A2LCRHTK0WQEOM,3ZSY5X72N4NKRODMJ8C6F6M89X1ROW,1,1119373833,Thank you for joining our study on 2023-04-11
A292TFDMNVS0TP,3E4GGUZ1TF3KXDBM6Q5C7HXRDWL2KA,1,17870247,Thank you for joining our study on 2023-04-17
A1SHLWKA0UH1IS,3V26SBZTBKQ5SJDKVYH0H7VB2BTZZR,13.55,656078527,Thank you for joining our study on 2023-04-17
A30X66H0RILXAH,3SKRO2GZ783D8STQNM5Y2YNNVI61KN,13.04,98700168,Thank you for joining our study on 2023-04-12
A1NZG455M6ZY9M,3S96KQ6I9TG636ZPXO3L4RBRTYPDTK,1,314919040,Thank you for joining our study on 2023-04-11
A3DFL72CC0P7UE,3OVR4I9USWVGBUO4N98XWI6YWFZQ4A,1,-1777994570,Thank you for joining our study on 2023-04-07
A2W48NO02MURS5,3O7L7BFSHL1LMYXEZ7F1W2R3IQSEI9,1,-359429223,Thank you for joining our study on 2023-04-10
A376U7ST26TZ43,338JKRMM2DBI0Q5IDKVU070XXZUHA5,1.84,1756809367,Thank you for joining our study on 2023-04-10
A38R7SIVV118KT,3ZOTGHDK5PNWS3DZYXCB5GR4VRDOSU,1,72112451,Thank you for joining our study on 2023-04-19
AB8KB8IYHVPAM,3O6CYIULEKDKCPE5EOYL1BMEJQTUWO,1,-1903503025,Thank you for joining our study on 2023-04-11
A2Z65HNT8KZZ1V,3WR9XG3T6AN65CJPRAZRWRP3RMA47N,1,1534804609,Thank you for joining our study on 2023-04-19
ADTYPTCW8QUQ8,38F5OAUN5UO0HO7K6HJAQGY7WRSH7I,1,1315869437,Thank you for joining our study on 2023-04-10
A1L6IXCCLKMTPQ,3TVRFO09GRRWIZW1FF26C742F25LXF,1,-914775088,Thank you for joining our study on 2023-04-27
A3155FEA4V3X2B,3KJYX6QCMGNYJK36CFPB87UP0I4VJX,1,1737820022,Thank you for joining our study on 2023-04-12
ANFBZP4LZAS9N,3B3WTRP3DIE0GHSV2TENH8JB2X0924,1,673338861,Thank you for joining our study on 2023-04-19
A93HHQ9DI0201,33SA9F9TR463NTHJOOJGXT0BXXKEW2,12.4,-1957496601,Thank you for joining our study on 2023-04-12
A26DM1BK82SR8U,3W2LOLRXLIR11XS7LGKD8P5ZPGNRKK,4.43,-1125092515,Thank you for joining our study on 2023-04-11
A2TTRW1EE029C7,3DZQRBDBSSR76EKDFZSJHDTT0YVS3D,1,542772651,Thank you for joining our study on 2023-04-11
A1G9ZIBMV5PLE2,3M0BCWMB8285GQ5ZEXHQWLUQU27WBO,12.05,-1407171963,Thank you for joining our study on 2023-04-17
AUOY8SJ2OHI8P,37ZHEEHM63YLNG0LRWU8MMXXDG173G,1,659644840,Thank you for joining our study on 2023-04-17
A2MPRJVMM87Q7O,3PM8NZGV85S79WCE7KA2TT3WP1UXQ4,1,1281178587,Thank you for joining our study on 2023-04-11
A3MJSYSWX0Q4WQ,3WEV0KO0OT45O6MA8OYVUMF5R79DSD,1,-1214431024,Thank you for joining our study on 2023-04-07
A1PT3FU3M6KN2R,3BEFOD78WD5PQFQCVG1GF9MTM514MI,4.38,-691065076,Thank you for joining our study on 2023-04-11
A3AA1L892OJ81M,3TE22NPXPIO9MP16PC1KTF5T0EZ446,8.81,-1841477161,Thank you for joining our study on 2023-04-07
A2B5O7JE1VXD81,36U2A8VAG8BAYY4TZBC7GLYWSZ7KYC,9.72,411294444,Thank you for joining our study on 2023-04-11
AZOR3BXT0WZQS,3NC5L260MVYNOY8DSDCCYH8P6UDOFR,1,493572361,Thank you for joining our study on 2023-04-11
AXZDSHXXUAG7N,37W3JXSD6DK1TYYAOPVA4WSRF71WY7,1,-337612995,Thank you for joining our study on 2023-04-17
A3FFNEVX22KPZH,3ZPPDN2SL28SBX4BVD9OJ9S0ZUA9EE,1,1875850009,Thank you for joining our study on 2023-04-11
A286IEYQU74B66,3H7Z272LXEJR9QUATOSPIUIZDVWLPB,1,1074034830,Thank you for joining our study on 2023-04-11
A2Y7FD1D7PUGBL,3A1PQ49WVOTM62SIH121P67UTY31H2,1,1319862031,Thank you for joining our study on 2023-04-10
A2Y7FD1D7PUGBL,3A1PQ49WVOTM62SIH121P67UTY31H2,1,1319862032,Thank you for joining our study on 2023-04-11
A2Y7FD1D7PUGBL,3A1PQ49WVOTM62SIH121P67UTY31H2,1,1319862035,Thank you for joining our study on 2023-04-14
A36YNCAC1EN8AN,3ATTHHXXWH0USYOVUC5TKRCAYO7XIP,15.52,803472146,Thank you for joining our study on 2023-04-11
AL6Y6NA9RGSC6,3HMIGG0U4SIQ3X2SQMF4QGP5XZ7Y81,1,1574261006,Thank you for joining our study on 2023-04-11
A11A11S4UDK4SW,3COPXFW7XIOGPKCS8OGO3U5KNO6KP7,1,-642698274,Thank you for joining our study on 2023-04-17
ARRDX80YC13VD,3IHR8NYAMEDVBINPNWT8WDGOQ2PP4V,1,1391318248,Thank you for joining our study on 2023-04-17
A11YS0T8MV3Q7C,3SUWZRL0M5P5TE2DX66CZZ1Y8MT6EC,1,-898076820,Thank you for joining our study on 2023-04-27
A1EK88O29TMLX9,3XXU1SWE8T77PQZMFCO9UF1GA4AA0L,1,1690696596,Thank you for joining our study on 2023-04-27
A338D4KCYBZPB7,34S6N1K2Z2VZW9WMABKK9LG8VVOHLQ,1,-1846772626,Thank you for joining our study on 2023-04-11
A34467GUIU0WGK,3DR23U6WECQBVCDPTJE5A9TCSO4TEY,4.2,1148719731,Thank you for joining our study on 2023-04-11
AH00EJ6PK1H3A,3TE3O85737K6KHOHWAE98TJ570I2RT,12.48,-21852917,Thank you for joining our study on 2023-04-17
A3UJ4FON8G2EPK,36NEMU28XMP1ZH9W5M7ZA15K5LBWMG,1,1045335856,Thank you for joining our study on 2023-04-11
A4LIJVRU6DG61,3PB5A5BD02IMHSC9MB1S5GM6J43G7Y,13.51,1369679158,Thank you for joining our study on 2023-04-17
A2TCWEYMI1JHIG,39L1G8WVWX37CULJ2GDZLC6KAQF31L,1,-1945126719,Thank you for joining our study on 2023-04-11
A1FQE3NEOHSKOX,33PPO7FEC2RGUSJE3C4HQK9IHZOIDM,1,398105716,Thank you for joining our study on 2023-04-10
A1ZXA9517DY7BY,3EJJQNKU9YHAZ7RZFVHGVXP7WPCRHO,1,1578564862,Thank you for joining our study on 2023-04-10
AFRKVRPZ2RHY8,3CN4LGXD540PKWFQEJPR9490U0K4YI,15.52,-1238422394,Thank you for joining our study on 2023-04-19
A1BSVEBYDZ0AAU,39U1BHVTDS38LEXS4ZX9RIPF1Y33T4,16.53,862465603,Thank you for joining our study on 2023-04-17
A13T1T1VPOCMD3,3UOUJI6MTKQZ1PJVOTU73U0LR77UXI,1,789165682,Thank you for joining our study on 2023-04-17
A3QO8R7Z93A87K,3JBT3HLQFFEBEFBE8PJYQ9TXTHXZPS,32.48,1486651346,Thank you for joining our study on 2023-04-27
A36171S8CIWU3G,3EA3QWIZ4P7NBHFBP24WVOR4KFLTID,1,1793402336,Thank you for joining our study on 2023-04-12
A19SZYT8EFIH72,3A0EX8ZRNF095V0ZTYZEHIF7F61BY0,9.7,1267826947,Thank you for joining our study on 2023-04-11
A3KVKK1XLBTSN3,3IHR8NYAMEDVBINPNWT8WDGORSN4PP,1,-1110481473,Thank you for joining our study on 2023-04-17
A26LOVXF4QZZCO,3QILPRALQC7WRYYEJK6T90RYSWBN85,17.41,715372678,Thank you for joining our study on 2023-04-17
A2VN8Q8X7WWIM,3NPI0JQDAVHFS32F2XUG4LSG6OXTPW,1,-874511238,Thank you for joining our study on 2023-04-17
A38DHLB88V8DL8,3TDXMTX3CI6H9J4ZTPW3KEZQ02R6IM,13.6,1978161,Thank you for joining our study on 2023-04-19
A2MSVKXC1F3WIU,3Q5ZZ9ZEVVRS19S8FKA7FJRC1BD58Z,13.66,1355615935,Thank you for joining our study on 2023-04-19
APHMJQQFW0U5S,3KV0LJBBH9XWRLSA6SXTN2X3DYQRMM,9.9,-1740056536,Thank you for joining our study on 2023-04-14
A3L1OIVE57IMT2,3VAR3R6G1WDE9JYQKZ66OPR3I6G8O5,1,1501016287,Thank you for joining our study on 2023-04-11
A1B02C1K5BBG62,3SPJ033428FFNEYBHQCVF6YJCRGJYI,1,-2015835982,Thank you for joining our study on 2023-04-11
A24Z9RP5YZZ2TY,3S4AW7T80IU5KX8RV401FW74LFI4LG,13.51,-1391435946,Thank you for joining our study on 2023-04-19
A1PHDT66U6IK4Q,3BEFOD78WD5PQFQCVG1GF9MTLKDM45,1,1952613083,Thank you for joining our study on 2023-04-19
A1C2T79XTDHE39,34Q075JO14PBV2MMJTVGJE8D6YG10C,14.01,-566841131,Thank you for joining our study on 2023-04-17
A37Y1AV30WTRWL,3FE7TXL1LPZ68G9HJVP93390B872Q7,1,-739247593,Thank you for joining our study on 2023-04-12
A37Y1AV30WTRWL,3FE7TXL1LPZ68G9HJVP93390B872Q7,5.02,-739247591,Thank you for joining our study on 2023-04-14
A2J43GKTP92XM2,3W2LOLRXLIR11XS7LGKD8P5ZOUYRKM,27.55,1599853452,Thank you for joining our study on 2023-04-27
A21RQNM537MWMR,3R9WASFE26SZN2MKUMNTEFFTPF1FZ2,1.75,-682286044,Thank you for joining our study on 2023-04-10
A110JX7PI2TTSS,3I3WADAZ9XGVM1FOM1Z3C5HCGFC5OV,13.05,280980064,Thank you for joining our study on 2023-04-17
A3TOHRJ21Z1F11,37XITHEIS3LJIZGJT33FK6SRKIGRCV,9.67,1658367576,Thank you for joining our study on 2023-04-11
A1BHR5XQ16T7LA,3LBXNTKX0Y71HXVSQIZG7YD7EIRX9G,1,947268848,Thank you for joining our study on 2023-04-17
A1JT0038NQCN65,351SEKWQS7T2QB95OR29IDGZYWUDMV,1,-1687634610,Thank you for joining our study on 2023-04-07
A131YP1WT50D0O,3AAPLD8UCJTNFM4RJKMBVCQPKZ5THD,1,1770912226,Thank you for joining our study on 2023-04-19
AG2YM9OWQP690,33CID5710B5K21PNVQVI5RFY7CQ3LS,1,-136586648,Thank you for joining our study on 2023-04-11
A1OWM3QO7QAKBN,3O7L7BFSHL1LMYXEZ7F1W2R3KQKEI3,1,1500566093,Thank you for joining our study on 2023-04-17
A1P47Q6LZPLQ6P,3A4NIXBJ7DBLONXX180X1QO475ALMX,15.03,-1379168230,Thank you for joining our study on 2023-04-17
A37JR1K53GSXZ6,33JKGHPFYJ6BCN0IDLGCEISTC1MMNE,9.74,529417438,Thank you for joining our study on 2023-04-11
A1OVOES6ZA3TC4,3X4JMASXCTLC804ELQO5PQLMS950BQ,1,-1550817334,Thank you for joining our study on 2023-04-17
A33CI4Z7Z690HX,3PWWM24LHZA02C9LX189HCO0H1582K,1,-1997218841,Thank you for joining our study on 2023-04-10
AT7QJKGCPSO6J,3WRFBPLXRH0AQ1S873BXIJJNCA3N3X,1,-198064967,Thank you for joining our study on 2023-04-19
AZNIEFUIVB2H0,3TU5ZICBRKDHUVB6ZCYADUM3X7MQ8J,1,-877367578,Thank you for joining our study on 2023-04-17
A11S8IAAVDXCUS,3WRFBPLXRH0AQ1S873BXIJJNCA8N32,1,-960696515,Thank you for joining our study on 2023-04-19
A1YW3IZM8KOI1S,37M28K1J0XPERW081KYFCKGCBBHAJR,1,1588100096,Thank you for joining our study on 2023-04-10
A391L408MBCJCT,3N2BF7Y2VX6J2RE7ANLZ9YVXS08MHO,18.04,-1095264793,Thank you for joining our study on 2023-04-27
AVC62JNYAXA45,3W8CV64QJ9B4V7VDLEHU4CPDQOZ9HI,1,914288770,Thank you for joining our study on 2023-04-07
ASXFMHGSF0GU6,3RRCEFRB7TOT7OMF4RB71TBZ9JEB46,5.11,1699307026,Thank you for joining our study on 2023-04-11
A36LH2DSKP8N7P,37XITHEIS3LJIZGJT33FK6SRJH2CRZ,1,213937043,Thank you for joining our study on 2023-04-14
AJAF7U314ETOC,3VNL7UK1XMV31QDLOUYBSREC4G6FT7,14.43,1627782087,Thank you for joining our study on 2023-04-10
AF6HSSWMDGU7O,35GCEFQ6IC047Q6RARMRD6QWMK2Z39,1,-174100264,Thank you for joining our study on 2023-04-11
A3N9SKYHZCN4TR,33JKGHPFYJ6BCN0IDLGCEISTIG7MNZ,1,728719083,Thank you for joining our study on 2023-04-10
A1V9PJWP5TZ7BB,3EICBYG64B82KBX6LYU6IF609Z5CJ2,1,1085356828,Thank you for joining our study on 2023-04-10
A2VWY3VI9B4SQP,35GCEFQ6IC047Q6RARMRD6QWMLQ3Z3,13.01,-245034271,Thank you for joining our study on 2023-04-11
AAIZIGKRMBCVK,3K772S5NPFNLQ3MUTPXGWQQOHJSEH6,1,1580852175,Thank you for joining our study on 2023-04-07
AR3I3KJIGB4U6,3DY4FPOOA80FH8MJKKYKAYGG4NVVRS,1,-1328009130,Thank you for joining our study on 2023-04-10
A2EKCMS8IKV57N,3WYGZ5XF33RD2CSK05KIYZAVARCKSO,1,-709862817,Thank you for joining our study on 2023-04-17
A1PDMQZP3R1IOE,3PH3VY7DJS91YO8FKBXTI31TKDSZWB,1,-1393598643,Thank you for joining our study on 2023-04-07
ABDZN43SE36UK,3QL2OFSM9DUY31OR0WMYBMNHIIVCNP,1,-2061178116,Thank you for joining our study on 2023-04-11
A2WJGI7XNUBRND,3GLB5JMZF472Y1DJDO4E58W226NGDN,1,-116199345,Thank you for joining our study on 2023-04-11
AGQKBH53S12SZ,3H7Z272LXEJR9QUATOSPIUIZC68LP8,1,-731587727,Thank you for joining our study on 2023-04-10
AGQKBH53S12SZ,3H7Z272LXEJR9QUATOSPIUIZC68LP8,1,-731587725,Thank you for joining our study on 2023-04-12
A3CTXNQ2GXIQSP,3AAPLD8UCJTNFM4RJKMBVCQPKSKHT2,13.52,-622920527,Thank you for joining our study on 2023-04-17
AHVYXIIP3GA95,36NEMU28XMP1ZH9W5M7ZA15K58VWMA,26.89,-2102562463,Thank you for joining our study on 2023-04-10
A1GJA1FJ8H3ZOV,3E7TUJ2EGJYNJRQBZIY4DRAFYTLD9M,27.3,-237758363,Thank you for joining our study on 2023-04-27
A1AXD2Q0MREL8W,3QRYMNZ7F5TFPIQ2MIHO0WNMHRZTNG,1,1433301984,Thank you for joining our study on 2023-04-17
A3N5AC50CRVQF2,3X08E93BH2U1GZ9YRONENB9LR5D66X,1,-913888441,Thank you for joining our study on 2023-04-11
A3JGW4RGO86NPX,33UKMF931GWDKVVMJE309VTDVIVTTW,1,1452900682,Thank you for joining our study on 2023-04-27
A2LFM01A16YPKG,3HMVI3QICQ48SXI7R16PB62XOHB1YB,9.54,277393489,Thank you for joining our study on 2023-04-11
AO71E3MTYDM8L,3X65QVEQI7Z8F1L6OJ6JYUJSDKKLCF,1,-1128758892,Thank you for joining our study on 2023-04-11
A3G5OWGKHW6OL5,3Z2R0DQ0JOQHBDJCA4U99MKMSWB2E5,1,-1282197186,Thank you for joining our study on 2023-04-17
A38N05VH5344HC,3IO1LGZLKG9OKDSMK3KC7P5CXYV869,14.59,575806516,Thank you for joining our study on 2023-04-12
AXGYIT1GX3YD5,3PIWWX1FJQIPSP3CVQBS5JJVZFHJJI,1,1231516709,Thank you for joining our study on 2023-04-27
A3TPCXJD1H8UNY,35H6S234SHC5XV9KM5D9V5VLVAH56V,14.01,611147101,Thank you for joining our study on 2023-04-17
A2GSMSYJOYMXAZ,3TPZPLC3M7OATM4LNIOPM8OJN6ZP31,9.56,-1539960003,Thank you for joining our study on 2023-04-11
A3A6S8QVK60XFV,3OSWBBLG1L9DKN892Y4ITUWX5VTXD4,1,-1773476721,Thank you for joining our study on 2023-04-11
A5WWHKD82I8UE,3IRIK4HM3HWQWGIZ1F0H9B1VNRF6CG,1,242725641,Thank you for joining our study on 2023-04-19
A31Z5TPD8QKE26,3X73LLYYQ8QPK9Z7MO0ZMDKXWBINHU,1,1947709989,Thank you for joining our study on 2023-04-27
A25R2OI9L2Q1OW,3PPTZCWALXWWERCT82YNQEJ7WA7ZQZ,12.01,-1696082358,Thank you for joining our study on 2023-04-17
A3KSAP865D3L7D,32Q90QCQ1ZXCSTN2ZA0D9I6G9VBKEL,1,-445294664,Thank you for joining our study on 2023-04-12
A3KSAP865D3L7D,32Q90QCQ1ZXCSTN2ZA0D9I6G9VBKEL,1,-445294659,Thank you for joining our study on 2023-04-17
A3KSAP865D3L7D,32Q90QCQ1ZXCSTN2ZA0D9I6G9VBKEL,13,-445294659,Thank you for joining our study on 2023-04-17
ABLXAMHV1IQD5,3634BBTX0V6DSCXAUIZ7EKC3TP6IFP,13.52,-1000399490,Thank you for joining our study on 2023-04-11
A36VE0W154IHO7,3HVVDCPGTL491HUGTKQZHCLSAJ3YTE,13.59,163794041,Thank you for joining our study on 2023-04-12
A38KHY10NNFR7Z,37Q970SNZLKBWB6YSVE0TKEW1CF1SN,1,-596282590,Thank you for joining our study on 2023-04-14
A2TYKD6ON6RW6P,3X1FV8S5J43OSID54948BU29252GVH,1,-1406370094,Thank you for joining our study on 2023-04-19
A1DMXEJGJY02E1,3U84XHCDIJPPPMPVA5RANBI20A34ZK,1,-1989679389,Thank you for joining our study on 2023-04-19
A10TIDLXVV9Q4K,3M0NZ3JDP8A7L5TVOAAKS3OG06Y5ZQ,13.05,-878612181,Thank you for joining our study on 2023-04-17
A41APS6V2Z1FJ,3YT88D1N0FA9IV75AQJHQR2JOXQ3K6,11.68,-1936376631,Thank you for joining our study on 2023-04-07
AOOM8772H6308,3IX2EGZR7IV6QDMP3VK17A5M9RLJRA,1,-696086813,Thank you for joining our study on 2023-04-12
A18H3EK547GHD4,3XLBSAQ9ZBOM897EC3PHQN2CRD1Z79,1,455438257,Thank you for joining our study on 2023-04-17
AKRD60WVX2YBH,3PM8NZGV85S79WCE7KA2TT3WO44XQJ,1,-513929813,Thank you for joining our study on 2023-04-11
A3T9WZOUQGE2UW,3A4TN5196RU6T52GXYRL62QLWS5HCC,12.55,-1990023930,Thank you for joining our study on 2023-04-17
A35ARURSRU6UAZ,30BXRYBRPB9F738LEPRMIWXOOE2WHR,1,-2023601378,Thank you for joining our study on 2023-04-17
A3VOGXVNZXCECQ,33C7UALJVSATDRRPEX8VCTEVPV781J,1,-1381065091,Thank you for joining our study on 2023-04-11
A3B0CMCBWAND7,3URFVVM16CUO6KJAPBIS0FGWYHVZUT,13.5,998068625,Thank you for joining our study on 2023-04-19
AERUGBNS48Z4N,3IOEN3P9SEV69D81LIBXSFI4H9161V,1,2115297930,Thank you for joining our study on 2023-04-17
A3914P24XPNPY3,3Q5C1WP23TDAQ98NGZ1S0944LEP159,1,37640191,Thank you for joining our study on 2023-04-19
A3FY6THWKRYN9M,3ZPPDN2SL28SBX4BVD9OJ9S0WJC9ER,1,-1981020029,Thank you for joining our study on 2023-04-17
A12SGLXX6B9DKR,3ERMJ6L4D54M928VXEZNIL63AW3M77,20.79,-1392201708,Thank you for joining our study on 2023-04-27
AK7QVMH7RZPJK,3TVRFO09GRRWIZW1FF26C742CKILXP,15.2,-1498639877,Thank you for joining our study on 2023-04-12
ABS5DWGFW9T37,382M9COHEORQVPSETO4FF5FE93IUEX,1,-1234041348,Thank you for joining our study on 2023-04-11
A3L2T2HWVR3CLC,36NEMU28XMP1ZH9W5M7ZA15K2MVMWP,1,-1768785916,Thank you for joining our study on 2023-04-12
A3L2T2HWVR3CLC,36NEMU28XMP1ZH9W5M7ZA15K2MVMWP,12.03,-1768785911,Thank you for joining our study on 2023-04-17
AKHLWA2BGEC9L,336YQZE832Q7MYUC9LKQK1S7JPI5MJ,18.01,-807206893,Thank you for joining our study on 2023-04-19
A18WSAKX5YN2FB,3R0T90IZ1ZOST975DS93L2EKFKVGCX,16.91,-877168049,Thank you for joining our study on 2023-04-17
A3R9IAM7K6ZHEJ,3HMVI3QICQ48SXI7R16PB62XGJ01YW,7.55,969606711,Thank you for joining our study on 2023-04-14
A1TKGFJSMVR2RP,33CUSNVVNUOBORBADIHAR3131A488A,1,-1055928976,Thank you for joining our study on 2023-04-10
A2IXU3FG5NNBEX,3GD6L00D3Z98YGTT8YIEHBFQ79SM1X,9.86,712282909,Thank you for joining our study on 2023-04-14
A34RRC4E4QMFI2,3AWETUDC994JXTOAVUTEHCSL3FRIZ8,1,-1949585364,Thank you for joining our study on 2023-04-11
A1XARUPXWKL2KY,3KV0LJBBH9XWRLSA6SXTN2X3B8DMRM,1,458200170,Thank you for joining our study on 2023-04-14
A3F51C49T9A34D,3Z4XG4ZF4F313SCILQT272IWSK98XG,1,197590559,Thank you for joining our study on 2023-04-27
A103NCKH3QU7M7,3TUI152ZZIZZJVRL0RPVYKZVHCQ1Q4,14,1040163762,Thank you for joining our study on 2023-04-19
A3PLJF78SGCOBY,35USIKEBNYS9NKFQQ59VPMV7KH9N61,1,1861664317,Thank you for joining our study on 2023-04-11
A2OLSZ6DD9I239,3K5TEWLKG2N2O9J0UX4BW6FPJIDIVW,13.01,-546651384,Thank you for joining our study on 2023-04-17
ARQR5NIFA1AJ,31HQ4X3T3ZMOMIA2L5WJDZNA1I8SLA,12.54,456742242,Thank you for joining our study on 2023-04-17
A3UD7T1L80TCR3,3OS4RQUCRGR354J4O87QSX8Q0Y8BFV,1,-243359966,Thank you for joining our study on 2023-04-17
AAXX5LDVJ32F8,3NG53N1RL2VWUJARZZJLDPWTRT78PG,13,1908662357,Thank you for joining our study on 2023-04-19
AK1R9J8CD04Q1,37ZHEEHM63YLNG0LRWU8MMXXBF737E,8.48,2007728063,Thank you for joining our study on 2023-04-14
A14VE6G1JFUQQG,33TIN5LC0BMQH2L2VELIQCKGGI8Y9Y,1,-1035061508,Thank you for joining our study on 2023-04-17
A2IWGAADU93RNZ,37U1UTWH92YH6WQ6CRNAIKW8SH68RV,1,-1413607154,Thank you for joining our study on 2023-04-19
A264JZ85R4RU67,32N49TQG3NUNIR02I9CYF8R63CEAVR,12.93,-627855236,Thank you for joining our study on 2023-04-10
A2ZP67F7PDFFLF,3ZPPDN2SL28SBX4BVD9OJ9S0WI39EG,1,-86304219,Thank you for joining our study on 2023-04-14
A25FH7PXC446RG,3WRFBPLXRH0AQ1S873BXIJJNAIS3NG,27.11,-1052442463,Thank you for joining our study on 2023-04-27
A2PJBSDDN22XIX,3TR2532VIW6D4UO5B7H3WFEQBPP6JL,1,-1278045928,Thank you for joining our study on 2023-04-19
A2YJZYTC8WOIZT,336KAV9KYX4FHI03A563GPC28OVY2P,13.01,199842052,Thank you for joining our study on 2023-04-17
A2825I2XO6KZEP,31HQ4X3T3ZMOMIA2L5WJDZNAW3SLSO,1,-1090600959,Thank you for joining our study on 2023-04-11
