WorkerId,AssignmentId,BonusAmount,UniqueRequestToken,Reason
A2EM7RPFW3DU9N,39LNWE0K4182BUU0P7U60KD66BIIUM,6,342107528,Thank you for joining our study on 2024-04-22
A2NVO55DO76R80,3E7TUJ2EGJYNJRQBZIY4DRAFY53D9S,7,1501907014,Thank you for joining our study on 2024-04-22
A371H3PQPR2Z8J,3JCG6DTRVA2N0ZB2L6FAZL73SIJQQG,7.75,1440218032,Thank you for joining our study on 2024-04-22
A2L26DMSVUEDP6,3R8YZBNQ9OUDUH6NP764ZUQ8MNR7QO,6.5,-2080302645,Thank you for joining our study on 2024-04-22
A1XQNSBDAOF66C,3ITXP059P3VIRSM2IKK6XKAIWHCJSJ,5.25,2004534359,Thank you for joining our study on 2024-04-22
A3IXET88F8FJ7M,33FBRBDW6VBD0U1NUUXFTPXMU2W8CS,1,1941039416,Thank you for joining our study on 2024-04-22
A8GD33ZJ1SAA5,3U088ZLJVR54W32PGHK1C4Y73C40WS,6.5,1293450155,Thank you for joining our study on 2024-04-22
A36PRTZFECB76C,33OOO72IVOXWYETBXS8AKLT985UTCV,6.5,1020013398,Thank you for joining our study on 2024-04-22
A17FGZ1I5P9RZA,3VSOLARPKILP1ZOE6TSS0IO38GZ93O,6,-821016927,Thank you for joining our study on 2024-04-22
A2JZQHB8N6LS7T,3M0BCWMB8285GQ5ZEXHQWLUQU5IBWK,7.5,579996982,Thank you for joining our study on 2024-04-22
AURYD2FH3FUOQ,3XLBSAQ9ZBOM897EC3PHQN2CSH9Z7Q,6.5,1973829301,Thank you for joining our study on 2024-04-22
A1QK90OHMNVT6N,3RXPCZQMQWN866X7XVKJ46VTE0SG1O,6,2138103277,Thank you for joining our study on 2024-04-22
A27CEAL8PWSAG5,3VFJCI1K46BWZBWOVPZYAXD6IXMRGT,6.5,962297668,Thank you for joining our study on 2024-04-22
AFRKVRPZ2RHY8,3CN4LGXD540PKWFQEJPR9490U0K4YI,4.5,-350918689,Thank you for joining our study on 2024-04-22
A2VN8Q8X7WWIM,3NPI0JQDAVHFS32F2XUG4LSG6OXTPW,1,12992469,Thank you for joining our study on 2024-04-22
A36QGCT3MMXC4Q,3BV8HQ2ZZ3D231L1H14Q3GB7NQX6AL,8.5,1220879916,Thank you for joining our study on 2024-04-22
A2TXUNEHPTW3Z3,3IFS6Q0HJPVMWH2W02Z6LJVIIM9SI5,7.5,-259487482,Thank you for joining our study on 2024-04-22
A17AF42SNQNH9C,3SKRO2GZ783D8STQNM5Y2YNMJBLK1T,7,-1695954676,Thank you for joining our study on 2024-04-22
A3Q0XAGQ7TD7MP,36V4Q8R5ZRCWFKDATD8TICNYJPHMQ1,1,-2064931629,Thank you for joining our study on 2024-04-22
A6KOTWP7N7RLU,3H0W84IWBREYFX0XPU9AAUSU1T4ERG,6.5,1184076523,Thank you for joining our study on 2024-04-22
A1VJKHO9V2TVFJ,3CP1TO84P0DHFUQJZ3165SE9C8Q25P,1,-441496407,Thank you for joining our study on 2024-04-22
A2UAHW3Q7S45JP,3VBEN272MRB80QW1AEZ307I25TFSGH,6,-1948617335,Thank you for joining our study on 2024-04-22
A15340BRCER2UO,3300DTYQT9TY3WLXCFKA54IPC3TEQ5,6,1312031026,Thank you for joining our study on 2024-04-22
A1HMCTS0ZWDYSF,3II4UPYCOQJTBQ7XGK9QZM048UBQD9,6,1895107268,Thank you for joining our study on 2024-04-22
A1MP2GETEETIT7,3I02618YA7IUSGH422KQ9HEIX1UUPK,1,-632999349,Thank you for joining our study on 2024-04-22
A1MG406XG9S1ZS,3UNH76FOCZH5OM4WKNPNVYQ0PNAYMD,6,-1053523,Thank you for joining our study on 2024-04-22
A39MKVROUZ1UWR,337RC3OW0CE4EAR6F01OOM7HV91VLM,7,224687758,Thank you for joining our study on 2024-04-22
A26QUOLUXNKP3U,3BXQMRHWK6AO7DKRAMSYSDKNP2UMU0,7.5,-1237149624,Thank you for joining our study on 2024-04-22
A212OY08MFDGU3,32SVAV9L3ML36IYJYZ6SWDZNHPCA3K,7.5,-1969200678,Thank you for joining our study on 2024-04-22
AU2NVT51E749C,39OWYR0EPR3ZICCFY0LA086RNGCFYK,6,-670353538,Thank you for joining our study on 2024-04-22
AZCI05Y7TAS7T,3NXNZ5RS1H972IP185VIDZ0JG5197M,8,1709532541,Thank you for joining our study on 2024-04-22
A3F6FNJMTWTPTA,388U7OUMFEDZO7L3HNAVP5QQ74Q0R0,7.5,849970261,Thank you for joining our study on 2024-04-22
A2OZPDMRFZM1BB,3ZSY5X72N4NKRODMJ8C6F6M88PFROT,8,-14867703,Thank you for joining our study on 2024-04-22
A16FY9L7QTDNRW,3M0NZ3JDP8A7L5TVOAAKS3OG1A0Z5V,1,-1761135398,Thank you for joining our study on 2024-04-23
AJUSYY64UFMI5,3S96KQ6I9TG636ZPXO3L4RBRTYIDTD,1,-1904102272,Thank you for joining our study on 2024-04-23
A1HYA9IORBCUW6,3FE7TXL1LPZ68G9HJVP93390BLW2QM,6,-1859768035,Thank you for joining our study on 2024-04-23
A15Y215D57OSO5,3OWEPKL08GOSRKTV9FENV0V3HI77NG,6.5,-1684141077,Thank you for joining our study on 2024-04-23
ANHO7XT3KW3IY,3S96KQ6I9TG636ZPXO3L4RBRSBIDT2,1,-1768272512,Thank you for joining our study on 2024-04-23
A1VE1CAMPSYRHE,3F6KKYWMNID88TU50SH9VS5Z3QPNDY,1,1525518035,Thank you for joining our study on 2024-04-23
A1ZLR6WXLCXRRO,3L4PIM1GQ0SWL2HOPVL4HXKAM9YRY8,1,-348459886,Thank you for joining our study on 2024-04-23
A26UAJWMMNN351,3FTOP5WARM0IQJ2Q9I1MNE4Z0CPJ01,1,-209240530,Thank you for joining our study on 2024-04-23
A19OCD2Q0K2U6M,3ND9UOO81REHTZRB5A6KAOQV54OLWI,8,-1170676808,Thank you for joining our study on 2024-04-23
A1DUPOUC9RNU4L,3NJM2BJS43IY6M04GBZQFBSCHIGPCN,1,1404670179,Thank you for joining our study on 2024-04-23
AERUGBNS48Z4N,3IOEN3P9SEV69D81LIBXSFI4H9161V,6,-1292165658,Thank you for joining our study on 2024-04-23
A3CKTW6VXFXGBQ,3CN4LGXD540PKWFQEJPR9490TGFY42,6,1614380326,Thank you for joining our study on 2024-04-23
AEYZI1SFFJ172,37M28K1J0XPERW081KYFCKGC6XDAJQ,6.5,1774301189,Thank you for joining our study on 2024-04-23
A2880Y23V0UITQ,34YB12FSQ5052VJWQH3HOYJW8NFGM8,6.5,-141055229,Thank you for joining our study on 2024-04-23
A1Z8TF04ZG3VRE,3EO896NRA37J6SZH7KPW7P64UN7JTV,1,-959725276,Thank you for joining our study on 2024-04-23
A2VX8B1CJXRN2,3TXD01ZLDBT83NVL4IS26J3NV754U3,6.5,-1706457386,Thank you for joining our study on 2024-04-23
A714FAI9LIUO6,3OONKJ5DKJVXBHWXNBQGFRH4NK0BOJ,1,-924625448,Thank you for joining our study on 2024-04-23
A8FUMDQFBKMXR,3N2BF7Y2VX6J2RE7ANLZ9YVXTOKMHD,7,-444645655,Thank you for joining our study on 2024-04-23
A2KJ983WWTEK4L,37Z929RLGGKC5VI7UEYAZQXR0Z4ST0,6,-869661173,Thank you for joining our study on 2024-04-23
A1CLPHG1D21L3A,3CFJTT4SX020DJI4CZ1VQSZM24GI7R,6.5,-595930129,Thank you for joining our study on 2024-04-23
A324FQ64NCN2YS,3LUY3GC636CSU558PURFZP0YKIB7PO,6.5,-107519635,Thank you for joining our study on 2024-04-23
A2B153AHPWHLH1,3X4MXAO0BN0SWXMOAU3GW0ZUDCJRWI,2,-31510826,Thank you for joining our study on 2024-04-23
A13WTEQ06V3B6D,3BDCF01OG46LI4MBKBO8VLBBIRTLYI,6.5,-1624002562,Thank you for joining our study on 2024-04-23
A141IOGAA3VVF9,33OOO72IVOXWYETBXS8AKLT98TITCV,6,-778709649,Thank you for joining our study on 2024-04-23
A1MP2GETEETIT7,3I02618YA7IUSGH422KQ9HEIX1UUPK,1,-632999348,Thank you for joining our study on 2024-04-23
A24UI9QFKXGUVP,3U0SRXB7CKH293DAITCT0HM3KYCRNK,8,-187660023,Thank you for joining our study on 2024-04-23
A1O7WUQDKPZGH4,37ZHEEHM63YLNG0LRWU8MMXXE9973B,1,-1396275292,Thank you for joining our study on 2024-04-23
A1JED1RJM2C9MS,3S96KQ6I9TG636ZPXO3L4RBRSZ8DT4,1,-1724628850,Thank you for joining our study on 2024-04-23
A2IQFNKKQ4VU1U,3WAKVUDHU3S5MAD46GQ99VNXQ4ZU7B,1,558454020,Thank you for joining our study on 2024-04-23
AV7UX8QQXABSK,3PQMUDRV7YIX23Z0VQ5SHHPVASQIIV,6,-966916069,Thank you for joining our study on 2024-04-23
ADY44EV3GCW85,38SKSKU7R89ZS476GT259XHNRPAILL,1,-970369783,Thank you for joining our study on 2024-04-23
A1SAE2COMX5P8M,3HMVI3QICQ48SXI7R16PB62XJZKY1C,1,-1567776977,Thank you for joining our study on 2024-04-23
AT6LDQNLKTUSE,3TAYZSBPLSKILWOUBZEEY3O1Y5J2SA,1,-116073177,Thank you for joining our study on 2024-04-23
A10LHWALI4BZPC,3Y4W8Q93L6WLGY3E2J3059ZCPMLVD3,6,-89089127,Thank you for joining our study on 2024-04-23
A1DW9207C44SRI,3T111IHZ5L2HK19GHJTOIGRJDQMR98,6,719578823,Thank you for joining our study on 2024-04-23
A36VE0W154IHO7,3HVVDCPGTL491HUGTKQZHCLSAJ3YTE,1,1051297754,Thank you for joining our study on 2024-04-23
A28T38MOUG43YD,3YT88D1N0FA9IV75AQJHQR2JGNTK3Y,1,-409662675,Thank you for joining our study on 2024-04-23
AD15OW944ZV20,3ZDAD0O1T8PK1C46OO4XYYEJ5WUXTR,9,1434662529,Thank you for joining our study on 2024-04-23
A3EL0EEIRKNWZW,3DYGAII7PSK20NANLT0LZGHTKT4QP7,1,-634346994,Thank you for joining our study on 2024-04-23
A1O4W7F05T6HY0,3PDJHANYKCSHDOTFN7EIK2YBXYLH6S,8,1580054372,Thank you for joining our study on 2024-04-23
A16K7X677N4WN6,3ZSY5X72N4NKRODMJ8C6F6M85WNROC,6,-2070019194,Thank you for joining our study on 2024-04-23
A1WVNDH62P2UNZ,36NEMU28XMP1ZH9W5M7ZA15K2RAWMO,8,-1154778947,Thank you for joining our study on 2024-04-23
AZZA3J049G7R5,33C7UALJVSATDRRPEX8VCTEVQX618G,8,-1432150642,Thank you for joining our study on 2024-04-23
A4D99Y82KOLC8,3EJJQNKU9YHAZ7RZFVHGVXP70U5HRL,1,1236202840,Thank you for joining our study on 2024-04-23
A1CJQPIKK52SHS,3YGXWBAF77TCHTELIR72CDHHVJ8C46,1,1669933323,Thank you for joining our study on 2024-04-23
A304UJAE051J89,3JAOYWH7VPG6H3E3CZWSW4IKCIOL9C,1,1927027307,Thank you for joining our study on 2024-04-23
A3NXT3OVGL7QNR,3SUWZRL0M5P5TE2DX66CZZ1Y8AL6EG,6,-1659037214,Thank you for joining our study on 2024-04-23
AEIACTPDXL4MJ,384PI804XZDBPMLGWCA0FFVM5E70SE,1,623886393,Thank you for joining our study on 2024-04-23
A5E2P5F1AXYZ1,3T111IHZ5L2HK19GHJTOIGRJAC5R9W,6,1512621413,Thank you for joining our study on 2024-04-23
A3L0DCUXI7X3A9,33IZTU6J88DJMCRRZOZ7OTIXAXIXSF,8,2062168438,Thank you for joining our study on 2024-04-23
A1PLQGQ95NICAF,33CID5710B5K21PNVQVI5RFY8AAL3R,1,526283839,Thank you for joining our study on 2024-04-23
A2S6QOCFC3EAYH,3TVSS0C0E8C5CCZGEJ8BWF0C0QKWTP,8,-1750762515,Thank you for joining our study on 2024-04-23
A1J7BOL7SR48DV,3NXNZ5RS1H972IP185VIDZ0JCJR970,1,-52643705,Thank you for joining our study on 2024-04-23
AXY0D2AMLKE2A,3TXMY6UCAL0J6Y1JGOEFFGIMMEDCQC,1,-1986931254,Thank you for joining our study on 2024-04-23
A1WF19EWL8S823,37W3JXSD6DK1TYYAOPVA4WSRDBZWYB,8,-1378249592,Thank you for joining our study on 2024-04-23
A263CRI673K4QG,358UUM7WR6FD6ILN2MV44K0DI9J7RF,1,-1441613150,Thank you for joining our study on 2024-04-23
A3AIX82WZQZB5A,3D4CH1LGEH5QVB0218ZCJCDCC9C9GG,6.5,84481639,Thank you for joining our study on 2024-04-23
A2QCQGZD7T1QNL,3WOKGM4L78SWRUTNPVTRVALL1I9O0P,7.25,1510209915,Thank you for joining our study on 2024-04-23
A3T9K2RY06UO14,37UQDCYH6475ZP24B60E5HPG3HEV7I,7,899867493,Thank you for joining our study on 2024-04-23
A1K4NWMRGD2VE0,3VE8AYVF8T9K36LXLWNG1VIPQ0P8F9,4.5,1916489584,Thank you for joining our study on 2024-04-23
A280UKMMBLRURU,3FDJT1UU7BKCWAU9O97A5O03W6XK5D,6.5,606462508,Thank you for joining our study on 2024-04-23
A3G2JDGJCXCWVD,3K9FOBBF2OVR65IXD9FXE5D4COSLNR,1,-1753374738,Thank you for joining our study on 2024-04-23
A209V2VHLLQ59W,37KGEN7NJA2H0B98LGLWZBRJKHRPPX,6.5,1568740615,Thank you for joining our study on 2024-04-23
A3KSAP865D3L7D,32Q90QCQ1ZXCSTN2ZA0D9I6G9VBKEL,1,442209049,Thank you for joining our study on 2024-04-23
A18WSAKX5YN2FB,3R0T90IZ1ZOST975DS93L2EKFKVGCX,8.5,10335659,Thank you for joining our study on 2024-04-23
A2A7R0WEEFC3OX,3JRJSWSMQOX6WVFVE48ESWPE0VV3E9,6,-379856182,Thank you for joining our study on 2024-04-23
AS1KP4SMNONQC,3LWJHTCVCJYQ9ALT7Q4GNM3PH9VQFP,9,1357271922,Thank you for joining our study on 2024-04-23
A19TD2J8506A4Y,3SPJ033428FFNEYBHQCVF6YJ9PYJYT,7.25,-623384945,Thank you for joining our study on 2024-04-23
A2XHD64QUKA5Z6,3OSWBBLG1L9DKN892Y4ITUWX21SDXS,6,838468531,Thank you for joining our study on 2024-04-23
APC684U8U3RF3,3AZHRG4CUBW755016X9Z77NA1Q630V,6.5,1105875773,Thank you for joining our study on 2024-04-23
A3FNC8ELMK8YJA,3BXQMRHWK6AO7DKRAMSYSDKNH7PMUX,7.5,-137350167,Thank you for joining our study on 2024-04-23
A12NO2MNOIREXA,39OWYR0EPR3ZICCFY0LA086RGV3FYY,6.5,1743565155,Thank you for joining our study on 2024-04-23
A2CUV1C52AWOBP,38JBBYETQVMRERYZEIDX21HKGLJE4F,6.25,995301826,Thank you for joining our study on 2024-04-23
A2IRFAXQI96P3,3TVRFO09GRRWIZW1FF26C742HN0LXI,1,1203117496,Thank you for joining our study on 2024-04-23
A21VSWO39YO5KM,3ZOTGHDK5PNWS3DZYXCB5GR4VRSSOD,6.5,1918052803,Thank you for joining our study on 2024-04-23
A3HGZDLMCKGPSE,3HYA4D452YV9HRJ85FEFR45M6GO2FP,6.5,-1692708868,Thank you for joining our study on 2024-04-23
A8ZUM922CBH6S,3PZDLQMM00X2EFZYEDOEJYKJ8TS2CP,6.5,-1773215899,Thank you for joining our study on 2024-04-23
A2AAFWAAS9C1QC,3N4BPTXIOF4THPKOPAFID0SJWQCUKY,8.5,275677797,Thank you for joining our study on 2024-04-23
A3AJJHOAV7WIUQ,3MRNMEIQWCIIKTRKOF1UI01AX8JDL5,6.5,-1506445641,Thank you for joining our study on 2024-04-23
A2HHIBGZ7HDJZS,3RANCT1ZVMTSOMGUJX2PEX9TE08UBW,7,811617258,Thank you for joining our study on 2024-04-23
A3BCKNE5CWHODZ,39K0FND3AOR4S46T4HB7SC8TJEGAML,6.5,-1427957580,Thank you for joining our study on 2024-04-23
A3OV174HQJIJK8,3EICBYG64B82KBX6LYU6IF60FDPCJK,7.25,-2006152233,Thank you for joining our study on 2024-04-23
A3PN17H3QT51O,33SA9F9TR463NTHJOOJGXT0B0AYEW9,7,-1370392820,Thank you for joining our study on 2024-04-23
A8C3WNWRBWUXO,3RJSC4XJ176AJKN5KGXSM4LULAF05I,6.5,1396962619,Thank you for joining our study on 2024-04-23
A1EX655HLB0NS4,3OXV7EAXLL22JGMG8MPGG8X1H7P63R,2.25,1507213991,Thank you for joining our study on 2024-04-23
A361EVMLK9O0G1,3J88R45B2NAM9KBZ77VDTODMHTXXPB,7.5,991756755,Thank you for joining our study on 2024-04-23
A2TVG2HLMKVMSL,3DQQ64TANNX7KK69X2ZRR5ZFBIZPW3,6.75,-1884205075,Thank you for joining our study on 2024-04-23
A12EO8AAUDZIU8,3VHHR074HAT23KQAX2Y8I8RE9GP7LF,6.5,647090538,Thank you for joining our study on 2024-04-23
A3F55JJCVTTCCW,30BUDKLTXK79AA2ZSNW77TNYDGB5E3,1,-1476703827,Thank you for joining our study on 2024-04-23
A36ADZHZFFDEQA,3BDCF01OG46LI4MBKBO8VLBBHN5LYL,6.5,629572723,Thank you for joining our study on 2024-04-23
A17C8CUROFU495,3TXD01ZLDBT83NVL4IS26J3NZ4H4UD,7,-995774925,Thank you for joining our study on 2024-04-23
A21CQCH8GXZM4D,3483FV8BELVDYYQX4MBBXYS9GQR62H,6,-1179241322,Thank you for joining our study on 2024-04-23
A2S1BEE53WY5IX,3SLE99ER0UP9ALA4PK1XVPO8B3SBZ8,1,1130685614,Thank you for joining our study on 2024-04-23
A13QVU42ENEOA5,3M0NZ3JDP8A7L5TVOAAKS3OG0HQ5Z4,7,-1617636529,Thank you for joining our study on 2024-04-23
A2GO0EY5FW18AG,3TVSS0C0E8C5CCZGEJ8BWF0CZI6TWR,6.5,196190981,Thank you for joining our study on 2024-04-23
A120PN22KW0VPY,351SEKWQS7T2QB95OR29IDGZYUADM7,4,1654942852,Thank you for joining our study on 2024-04-23
A1F1X57CUVKKLP,3TXD01ZLDBT83NVL4IS26J3NY34U4N,1,1863564198,Thank you for joining our study on 2024-04-23
A2HHA9EDBXOU7P,3H7Z272LXEJR9QUATOSPIUIZC35LPZ,6.5,-1568267622,Thank you for joining our study on 2024-04-23
AL8KOIH1DJ7D9,39KFRKBFIU7TOPP8X340N2F5BACYOG,6,-1946057118,Thank you for joining our study on 2024-04-23
A10AVWALIHR4UQ,3CFJTT4SX020DJI4CZ1VQSZMVZSI7M,6,1861999239,Thank you for joining our study on 2024-04-23
A2A6FH0F7LD9ND,3WZ36BJEVASDO915JSCF91NRNTGTBP,6,-1020905157,Thank you for joining our study on 2024-04-23
A3914P24XPNPY3,3Q5C1WP23TDAQ98NGZ1S0944LEP159,6,925143897,Thank you for joining our study on 2024-04-23
A2SZ4P2H1E6FYD,3YZ8UPK3V0YBYR80XXYKPHFBOSDCUW,1,-894855530,Thank you for joining our study on 2024-04-23
A29RE9JIAPNUWU,3TVSS0C0E8C5CCZGEJ8BWF0CWTBTWF,6.5,1791896206,Thank you for joining our study on 2024-04-23
A1Q6BCD26I084Z,354GIDR5ZIIBOD14NARG59P3YEA00L,6.5,267993058,Thank you for joining our study on 2024-04-23
A119NKB45VOGE5,3OB0CAO74O1JW83LTQ9A3TI43BAHY1,6,2065673709,Thank you for joining our study on 2024-04-23
A3ASF4ZVP6BUGO,354P56DE9RFP7XL0HBV9UU597ABS7Y,7,718899308,Thank you for joining our study on 2024-04-23
A2POU9TTW177VH,31JLPPHS216S8MSK8IBAX8JS2N6O3H,1,-1228602947,Thank you for joining our study on 2024-04-23
ANZKTE853UXSD,3AZHRG4CUBW755016X9Z77NA8P603X,7,861736056,Thank you for joining our study on 2024-04-23
AJDMNI5LT1VKR,3K3R2QNK8IF90T1XLDOTNRE3KY49UQ,6,116368057,Thank you for joining our study on 2024-04-23
A3DPAAHHNYGU5B,3DQQ64TANNX7KK69X2ZRR5ZFIJTPW6,6.5,1982436545,Thank you for joining our study on 2024-04-23
A29E0BJ7LY8NGG,39K0FND3AOR4S46T4HB7SC8TM5AAM0,1,2083416348,Thank you for joining our study on 2024-04-23
A3NNDNMBKSZ22H,3URFVVM16CUO6KJAPBIS0FGWW9JZUZ,7,-254751900,Thank you for joining our study on 2024-04-23
A281ER41EQG6LH,3R2PKQ87N3KJYMPRG53K9AWCRSPMIC,1,-1914558392,Thank you for joining our study on 2024-04-23
A21HUPW67XA7UJ,3YGXWBAF77TCHTELIR72CDHHU9NC40,6.5,-940527125,Thank you for joining our study on 2024-04-23
A110BZSDZN7E16,39DD6S19JWN7HOMOZB3NWXUTFTKEZD,6.5,-462482052,Thank you for joining our study on 2024-04-23
AZ5A2YV02LM0N,3EF8EXOTT87IX8N8515M1JN99QE1JH,1,2066988360,Thank you for joining our study on 2024-04-23
AEOFJWOEXF94U,3TVRFO09GRRWIZW1FF26C742JBKLXG,6.5,-668843669,Thank you for joining our study on 2024-04-23
A33RI08QRVG5Q0,34QN5IT0T63T6267IE4VYOVLL2980N,6.5,287650527,Thank you for joining our study on 2024-04-23
A19L8SNH73AX1Z,3TY7ZAOG5MWD1388R31YOT4CFWLK0N,6.5,1974965265,Thank you for joining our study on 2024-04-23
A24U4V1X87FO7B,3WZ36BJEVASDO915JSCF91NRPMRBT6,1,-1115894357,Thank you for joining our study on 2024-04-23
AM2KK02JXXW48,3DEL4X4ELDXGIY30YURW6F6YN2YYXE,6,-1178211370,Thank you for joining our study on 2024-04-23
A2HEZ4001GAES4,3YGXWBAF77TCHTELIR72CDHHRSGC4S,8,367577440,Thank you for joining our study on 2024-04-23
AKX5RHHO8BIUX,3LYA37P8IXZELQBIPJYN8A0V726BKT,6.5,-1471698885,Thank you for joining our study on 2024-04-23
A25N0K40JAZTN1,3VJ40NV2QPZX73QENXH1FLNQUSGOT5,6.5,-725716590,Thank you for joining our study on 2024-04-23
A3HVFSD8K94SOR,3DZQRBDBSSR76EKDFZSJHDTTYVY3SJ,6.5,-1982236978,Thank you for joining our study on 2024-04-23
A30N7QXF4W4VCM,3LS2AMNW5M2KFNYM6TN6AGC3EOJQO5,6,1326788132,Thank you for joining our study on 2024-04-23
A2I4A4WGWII18Z,39ZSFO5CAF8Y65E67PF6CLS6G12UJO,6,-206154216,Thank you for joining our study on 2024-04-23
A1HKYY6XI2OHO1,3IKZ72A5BBS56D81RYCZJS8KILTFNS,7.5,1017501590,Thank you for joining our study on 2024-04-23
A1426VJFKAO0WC,3HSYG7LRBQAFETFCVWBG7DJL2WUKK9,6,1898151850,Thank you for joining our study on 2024-04-23
A2VAL2BRKVSUB5,3RANCT1ZVMTSOMGUJX2PEX9T5W8UBF,6,-1688448689,Thank you for joining our study on 2024-04-23
AV4584AQEQAEN,36NEMU28XMP1ZH9W5M7ZA15K2IYMWK,7.5,390791609,Thank you for joining our study on 2024-04-23
A19CB2C4GY4C60,323Q6SJS8PSDWHMQO0HME8BOVZIFHW,6.5,926094611,Thank you for joining our study on 2024-04-23
A2NX8I06A12P3I,3R2PKQ87N3KJYMPRG53K9AWDEWLIM1,7,46597619,Thank you for joining our study on 2024-04-23
AC5UD8N187QD6,3LPW2N6LK0EQZ6ZLINBCBB91ZNY5UF,6,2037016232,Thank you for joining our study on 2024-04-23
A3KD6OOML0Y916,3HMVI3QICQ48SXI7R16PB62XFDPY15,6.5,-1327145656,Thank you for joining our study on 2024-04-23
A26LOVXF4QZZCO,3QILPRALQC7WRYYEJK6T90RYSWBN85,6,1602876386,Thank you for joining our study on 2024-04-23
A2MAFM9LD9FBIH,31JLPPHS216S8MSK8IBAX8JS5323OR,6,-379142132,Thank you for joining our study on 2024-04-23
A2WX434EAQOE29,3HPZF4IVNT5SF0S57YV9S2LOJ5KYCP,6.5,1495760300,Thank you for joining our study on 2024-04-23
ACBK30I7R42NI,3TPWUS5F8GDOQVX5SXDL75088XXCWH,6,649969170,Thank you for joining our study on 2024-04-23
AMA18W8F60Y2J,3DIP6YHAPJ4SXSL1QL3AJDXPER38E4,4,1643280012,Thank you for joining our study on 2024-04-24
APO4DD2J9RWGP,3PB5A5BD02IMHSC9MB1S5GM6G2FG73,1,-453808519,Thank you for joining our study on 2024-04-24
A1XARUPXWKL2KY,3KV0LJBBH9XWRLSA6SXTN2X3B8DMRM,6,1345703882,Thank you for joining our study on 2024-04-24
A35B3JA3G2NLGQ,3K4J6M3CXL540UA7TEDCF7OWEHMGA6,6,1135684697,Thank you for joining our study on 2024-04-24
A2IRFAXQI96P3,3TVRFO09GRRWIZW1FF26C742HN0LXI,1,1203117497,Thank you for joining our study on 2024-04-24
A26ZGP2V4T81HL,3UNH76FOCZH5OM4WKNPNVYQ0N86MY1,6,-450724483,Thank you for joining our study on 2024-04-24
A1X2J73SSA05TD,3WT783CTPITW2SZUX6HPKRNN1V4CBR,1,503939512,Thank you for joining our study on 2024-04-24
A1QC1K71RGKZBI,384PI804XZDBPMLGWCA0FFVMXSSS0B,1,-1818054977,Thank you for joining our study on 2024-04-24
A2TTPULEGF8963,3J4Q2Z4UT5FSKW7OXFEGRAPPGG6QWK,1,-813815222,Thank you for joining our study on 2024-04-24
AT6LDQNLKTUSE,3TAYZSBPLSKILWOUBZEEY3O1Y5J2SA,1,-116073176,Thank you for joining our study on 2024-04-24
A2MWAXV1YRK5GH,3WLEIWSYHVTTVNAE052FUPHZKGO2HE,6,-1699419281,Thank you for joining our study on 2024-04-24
A3V2XCDF45VN9X,3NG53N1RL2VWUJARZZJLDPWTTXKP8K,6,-412459023,Thank you for joining our study on 2024-04-24
A3QNCW3LR2AVOV,3HMVI3QICQ48SXI7R16PB62XLEU1YL,8,-1035923530,Thank you for joining our study on 2024-04-24
A1GJA1FJ8H3ZOV,3E7TUJ2EGJYNJRQBZIY4DRAFYTLD9M,6.5,649745315,Thank you for joining our study on 2024-04-24
AZCGSVDT79E6X,3MRNMEIQWCIIKTRKOF1UI01AYKPLD8,8,1909236371,Thank you for joining our study on 2024-04-24
A1MTRZDRKNB9GV,3K9FOBBF2OVR65IXD9FXE5D4A6XNLW,1,989981108,Thank you for joining our study on 2024-04-24
A3S67QA0SQVPUJ,3XXU1SWE8T77PQZMFCO9UF1GC4G0AJ,8,1429356521,Thank you for joining our study on 2024-04-24
A14VE6G1JFUQQG,33TIN5LC0BMQH2L2VELIQCKGGI8Y9Y,1,-147557799,Thank you for joining our study on 2024-04-24
A264JZ85R4RU67,32N49TQG3NUNIR02I9CYF8R63CEAVR,1,259648480,Thank you for joining our study on 2024-04-24
A1IIVWXESFK4BA,3PH3VY7DJS91YO8FKBXTI31THKNZWH,7.5,-525286377,Thank you for joining our study on 2024-04-24
A3O0QZQ4V2IXT7,3FPRZHYEP5JNY61H9UXOS0D0YD63VV,1,-894901301,Thank you for joining our study on 2024-04-24
A3J0IAI8AJBGKX,3L4PIM1GQ0SWL2HOPVL4HXKAMECYR3,6,1984294872,Thank you for joining our study on 2024-04-24
AM0JKZVOEOTMA,3WMINLGALIFRJIU2RSHTPG3HJCTAC2,6,-1131113554,Thank you for joining our study on 2024-04-24
AEIACTPDXL4MJ,384PI804XZDBPMLGWCA0FFVM5E70SE,1,623886394,Thank you for joining our study on 2024-04-24
ALZCIZPZ5W444,3N2BF7Y2VX6J2RE7ANLZ9YVXNODMH0,6.25,1864685025,Thank you for joining our study on 2024-04-24
A34SLWTNACPBMO,3QAPZX2QNBPIKN4I2XVUOXII0OQ02U,1,55728970,Thank you for joining our study on 2024-04-24
A20VH0U95N7M0T,3MH9DQ7573OOF3O5ZJU3F80QQNSGU7,1,1154927764,Thank you for joining our study on 2024-04-24
A1VVR9MA1P9HWJ,3M68NM076OJU2I7IJCQCY60HQLQR64,1,617777194,Thank you for joining our study on 2024-04-24
A1AG7F4Z1EOO5L,3FTOP5WARM0IQJ2Q9I1MNE4Z3XA0JC,6,-1330336588,Thank you for joining our study on 2024-04-24
A263CRI673K4QG,358UUM7WR6FD6ILN2MV44K0DI9J7RF,1,-1441613149,Thank you for joining our study on 2024-04-24
